T_tot,J,B_A,mdot,error,Ra,Rc,Ra0,La,Rbi,Rbo,Lc_a,V,Pb,propellant,source,thruster,A_mat,C_mat,config,l_st
0.434,450,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,50,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.491,600,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,50,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.175,300,0.09,23.9,NA,9,5.8,9,18,36,104,-2.6,26,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.214,300,0.15,23.9,NA,9,5.8,9,18,36,104,-2.6,27,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.269,300,0.225,23.9,NA,9,5.8,9,18,36,104,-2.6,31,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.315,300,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,35,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.315,300,0.375,23.9,NA,9,5.8,9,18,36,104,-2.6,37,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.344,300,0.375,23.9,NA,9,5.8,9,18,36,104,-2.6,39,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.352,300,0.42,23.9,NA,9,5.8,9,18,36,104,-2.6,42,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.382,300,0.45,23.9,NA,9,5.8,9,18,36,104,-2.6,42,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.411,300,0.525,23.9,NA,9,5.8,9,18,36,104,-2.6,46,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.222,450,0.09,23.9,NA,9,5.8,9,18,36,104,-2.6,25,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.276,450,0.15,23.9,NA,9,5.8,9,18,36,104,-2.6,29,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.335,450,0.225,23.9,NA,9,5.8,9,18,36,104,-2.6,33,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.406,450,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,37,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.437,450,0.375,23.9,NA,9,5.8,9,18,36,104,-2.6,42,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.478,450,0.375,23.9,NA,9,5.8,9,18,36,104,-2.6,42,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.516,450,0.45,23.9,NA,9,5.8,9,18,36,104,-2.6,46,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.256,600,0.09,23.9,NA,9,5.8,9,18,36,104,-2.6,24,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.336,600,0.15,23.9,NA,9,5.8,9,18,36,104,-2.6,31,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.391,600,0.225,23.9,NA,9,5.8,9,18,36,104,-2.6,33,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.449,600,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,40,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.499,600,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,40,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.555,600,0.375,23.9,NA,9,5.8,9,18,36,104,-2.6,46,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.646,600,0.45,23.9,NA,9,5.8,9,18,36,104,-2.6,52,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.152,300,0.09,11.6,NA,9,5.8,9,18,36,104,-2.6,27,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.152,300,0.09,11.6,NA,9,5.8,9,18,36,104,-2.6,31,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.177,300,0.15,11.6,NA,9,5.8,9,18,36,104,-2.6,33,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.181,300,0.15,11.6,NA,9,5.8,9,18,36,104,-2.6,41,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.207,300,0.225,11.6,NA,9,5.8,9,18,36,104,-2.6,39,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.211,300,0.225,11.6,NA,9,5.8,9,18,36,104,-2.6,41,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.256,300,0.3,11.6,NA,9,5.8,9,18,36,104,-2.6,50,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.282,300,0.375,11.6,NA,9,5.8,9,18,36,104,-2.6,67,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.303,300,0.45,11.6,NA,9,5.8,9,18,36,104,-2.6,66,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.338,300,0.45,11.6,NA,9,5.8,9,18,36,104,-2.6,73,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.329,300,0.54,11.6,NA,9,5.8,9,18,36,104,-2.6,74,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.367,300,0.6,11.6,NA,9,5.8,9,18,36,104,-2.6,85,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.179,450,0.09,11.6,NA,9,5.8,9,18,36,104,-2.6,28,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.189,450,0.09,11.6,NA,9,5.8,9,18,36,104,-2.6,32,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.228,450,0.15,11.6,NA,9,5.8,9,18,36,104,-2.6,35,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.236,450,0.15,11.6,NA,9,5.8,9,18,36,104,-2.6,40,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.283,450,0.225,11.6,NA,9,5.8,9,18,36,104,-2.6,43,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.338,450,0.3,11.6,NA,9,5.8,9,18,36,104,-2.6,61,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.367,450,0.3,11.6,NA,9,5.8,9,18,36,104,-2.6,69,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.211,600,0.09,11.6,NA,9,5.8,9,18,36,104,-2.6,36,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.282,600,0.15,11.6,NA,9,5.8,9,18,36,104,-2.6,41,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.372,600,0.225,11.6,NA,9,5.8,9,18,36,104,-2.6,51,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.448,600,0.3,11.6,NA,9,5.8,9,18,36,104,-2.6,60,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.51,200,0.3,39.5,NA,26,3,26,13,66,92,-13,96,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.372,200,0.3,39.5,NA,26,3,26,13,66,92,-13,71,7.5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.334,200,0.3,39.5,NA,26,3,26,13,66,92,-13,70,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.282,200,0.3,39.5,NA,26,3,26,13,66,92,-13,68,20,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.206,200,0.3,39.5,NA,26,3,26,13,66,92,-13,63,40,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.206,200,0.3,39.5,NA,26,3,26,13,66,92,-13,61,60,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.188,200,0.3,39.5,NA,26,3,26,13,66,92,-13,60,80,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.212,200,0.3,39.5,NA,26,3,26,13,66,92,-13,58,100,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.63,200,0.4,39.5,NA,26,3,26,13,66,92,-13,156,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.393,200,0.4,39.5,NA,26,3,26,13,66,92,-13,103,7.5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.353,200,0.4,39.5,NA,26,3,26,13,66,92,-13,103,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.304,200,0.4,39.5,NA,26,3,26,13,66,92,-13,91,20,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.235,200,0.4,39.5,NA,26,3,26,13,66,92,-13,74,40,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.236,200,0.1,33.5,NA,26,3,26,13,66,92,-13,41,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.351,200,0.2,33.5,NA,26,3,26,13,66,92,-13,51,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.428,200,0.3,33.5,NA,26,3,26,13,66,92,-13,71,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.433,200,0.333,33.5,NA,26,3,26,13,66,92,-13,80,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.468,200,0.367,33.5,NA,26,3,26,13,66,92,-13,87,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.501,200,0.4,33.5,NA,26,3,26,13,66,92,-13,93,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.352,200,0.1,63.5,NA,26,3,26,13,66,92,-13,447,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.399,200,0.2,63.5,NA,26,3,26,13,66,92,-13,69,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.565,200,0.3,63.5,NA,26,3,26,13,66,92,-13,84,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.589,200,0.333,63.5,NA,26,3,26,13,66,92,-13,94,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.617,200,0.367,63.5,NA,26,3,26,13,66,92,-13,102,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.645,200,0.4,63.5,NA,26,3,26,13,66,92,-13,110,5,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.089,100,0.2,27.5,NA,26,3,26,13,66,92,-13,52,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.208,200,0.2,27.5,NA,26,3,26,13,66,92,-13,61,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.349,300,0.2,27.5,NA,26,3,26,13,66,92,-13,85,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.501,350,0.2,27.5,NA,26,3,26,13,66,92,-13,103,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.227,100,0.3,51.5,NA,26,3,26,13,66,92,-13,52,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.426,200,0.3,51.5,NA,26,3,26,13,66,92,-13,68,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.646,300,0.3,51.5,NA,26,3,26,13,66,92,-13,100,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.745,350,0.3,51.5,NA,26,3,26,13,66,92,-13,130,10,Ar,Kurtz_PhD,X13,W,ThO2W,cyl,NA
0.828,1000,0,165,0.017,22.6,6.4,13,11,70,105,-21,29.1,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
0.827,1000,0.084,165,0.017,22.6,6.4,13,11,70,105,-21,20.7,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.013,1000,0.118,165,0.02,22.6,6.4,13,11,70,105,-21,23.6,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.146,1000,0.168,165,0.023,22.6,6.4,13,11,70,105,-21,26.5,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.328,1000,0.253,165,0.027,22.6,6.4,13,11,70,105,-21,30.8,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.234,1500,0.118,157,0.025,22.6,6.4,13,11,70,105,-21,21.3,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.384,1500,0.168,157,0.028,22.6,6.4,13,11,70,105,-21,24.6,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.769,1500,0.236,157,0.035,22.6,6.4,13,11,70,105,-21,31.7,0.5,Ar,AIAA-89-2710,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.566,1500,0.067,316,0.031,22.5,6.4,13,54,70,105,22,20.1,0.5,Ar,AIAA-89-2710,LeRC100kW-90B,Cu,ThO2W,cone,NA
1.792,1500,0.135,316,0.036,22.5,6.4,13,54,70,105,22,23,0.5,Ar,AIAA-89-2710,LeRC100kW-90B,Cu,ThO2W,cone,NA
2.051,1500,0.168,316,0.041,22.5,6.4,13,54,70,105,22,25.8,0.5,Ar,AIAA-89-2710,LeRC100kW-90B,Cu,ThO2W,cone,NA
2.206,1500,0.202,316,0.044,22.5,6.4,13,54,70,105,22,29.3,0.5,Ar,AIAA-89-2710,LeRC100kW-90B,Cu,ThO2W,cone,NA
0.5,1000,0.031,50,0.015,25.4,6.4,25.4,76,76.5,115.5,76,28.7,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.522,1000,0.031,50,0.016,25.4,6.4,25.4,76,76.5,115.5,76,30,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.468,996,0.034,50,0.014,25.4,6.4,25.4,76,76.5,115.5,76,29.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.446,997,0.034,50,0.013,25.4,6.4,25.4,76,76.5,115.5,76,28.5,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.557,1248,0.034,50,0.017,25.4,6.4,25.4,76,76.5,115.5,76,32.3,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.697,1497,0.034,50,0.021,25.4,6.4,25.4,76,76.5,115.5,76,35.5,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.843,1752,0.034,50,0.025,25.4,6.4,25.4,76,76.5,115.5,76,38.3,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.986,2007,0.034,50,0.03,25.4,6.4,25.4,76,76.5,115.5,76,41.8,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.697,1000,0.063,50,0.021,25.4,6.4,25.4,76,76.5,115.5,76,42.7,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.827,1000,0.08,50,0.025,25.4,6.4,25.4,76,76.5,115.5,76,54.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.967,1000,0.095,50,0.029,25.4,6.4,25.4,76,76.5,115.5,76,66.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.574,1000,0.028,100,0.017,25.4,6.4,25.4,76,76.5,115.5,76,24.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.844,750,0.033,100,0.025,25.4,6.4,25.4,76,76.5,115.5,76,20.4,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.585,1000,0.033,100,0.018,25.4,6.4,25.4,76,76.5,115.5,76,22.2,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.636,747,0.034,100,0.019,25.4,6.4,25.4,76,76.5,115.5,76,21.5,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.898,999,0.034,100,0.027,25.4,6.4,25.4,76,76.5,115.5,76,24.7,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.855,999,0.034,100,0.026,25.4,6.4,25.4,76,76.5,115.5,76,21.6,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.025,1251,0.034,100,0.031,25.4,6.4,25.4,76,76.5,115.5,76,25.4,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.003,1251,0.034,100,0.03,25.4,6.4,25.4,76,76.5,115.5,76,25.4,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.157,1499,0.034,100,0.035,25.4,6.4,25.4,76,76.5,115.5,76,27.5,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.241,1750,0.034,100,0.037,25.4,6.4,25.4,76,76.5,115.5,76,26.9,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.344,2006,0.034,100,0.04,25.4,6.4,25.4,76,76.5,115.5,76,28,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.057,1000,0.035,100,0.032,25.4,6.4,25.4,76,76.5,115.5,76,24.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.098,1000,0.036,100,0.033,25.4,6.4,25.4,76,76.5,115.5,76,24.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.189,1500,0.037,100,0.036,25.4,6.4,25.4,76,76.5,115.5,76,27.5,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.095,1000,0.038,100,0.033,25.4,6.4,25.4,76,76.5,115.5,76,24.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.338,1500,0.04,100,0.04,25.4,6.4,25.4,76,76.5,115.5,76,28.8,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.882,1000,0.067,100,0.026,25.4,6.4,25.4,76,76.5,115.5,76,58.8,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.965,750,0.068,100,0.029,25.4,6.4,25.4,76,76.5,115.5,76,56.8,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.461,1500,0.074,100,0.044,25.4,6.4,25.4,76,76.5,115.5,76,37.6,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.225,1000,0.087,100,0.037,25.4,6.4,25.4,76,76.5,115.5,76,32.3,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.133,1000,0.099,100,0.034,25.4,6.4,25.4,76,76.5,115.5,76,37.1,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.41,1000,0.131,100,0.042,25.4,6.4,25.4,76,76.5,115.5,76,43.9,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.409,1000,0.132,100,0.042,25.4,6.4,25.4,76,76.5,115.5,76,43.7,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.094,750,0.135,100,0.033,25.4,6.4,25.4,76,76.5,115.5,76,48.7,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.837,1500,0.145,100,0.055,25.4,6.4,25.4,76,76.5,115.5,76,57.7,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.147,750,0.169,100,0.034,25.4,6.4,25.4,76,76.5,115.5,76,56.7,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.634,1000,0.176,100,0.049,25.4,6.4,25.4,76,76.5,115.5,76,58.8,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
1.221,750,0.204,100,0.037,25.4,6.4,25.4,76,76.5,115.5,76,66.3,0.5,Ar,AIAA-92-3462,LeRC100kW-A,Cu,ThO2W,cyl,NA
0.511,1000,0.033,50,0.015,38.1,6.4,38.1,76,76.5,115.5,76,41.1,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.692,1000,0.05,50,0.021,38.1,6.4,38.1,76,76.5,115.5,76,52,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.839,1000,0.067,50,0.025,38.1,6.4,38.1,76,76.5,115.5,76,61.7,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.961,1000,0.083,50,0.029,38.1,6.4,38.1,76,76.5,115.5,76,70.5,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.716,750,0.033,100,0.021,38.1,6.4,38.1,76,76.5,115.5,76,32.5,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.574,1000,0.033,100,0.017,38.1,6.4,38.1,76,76.5,115.5,76,37.2,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.585,1000,0.033,100,0.018,38.1,6.4,38.1,76,76.5,115.5,76,37.5,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.86,1000,0.036,100,0.026,38.1,6.4,38.1,76,76.5,115.5,76,38.3,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.875,1000,0.037,100,0.026,38.1,6.4,38.1,76,76.5,115.5,76,38.9,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.964,1250,0.039,100,0.029,38.1,6.4,38.1,76,76.5,115.5,76,40.7,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.882,1000,0.067,100,0.026,38.1,6.4,38.1,76,76.5,115.5,76,58.6,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
0.96,750,0.072,100,0.029,38.1,6.4,38.1,76,76.5,115.5,76,45.7,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.28,1000,0.08,100,0.038,38.1,6.4,38.1,76,76.5,115.5,76,66.6,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.399,1250,0.082,100,0.042,38.1,6.4,38.1,76,76.5,115.5,76,63.4,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.425,1250,0.083,100,0.043,38.1,6.4,38.1,76,76.5,115.5,76,64.1,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.133,1000,0.099,100,0.034,38.1,6.4,38.1,76,76.5,115.5,76,80.7,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.161,750,0.11,100,0.035,38.1,6.4,38.1,76,76.5,115.5,76,58.9,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.63,1000,0.122,100,0.049,38.1,6.4,38.1,76,76.5,115.5,76,94.9,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.818,1250,0.126,100,0.055,38.1,6.4,38.1,76,76.5,115.5,76,87.9,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.409,1000,0.132,100,0.042,38.1,6.4,38.1,76,76.5,115.5,76,101.4,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.748,1000,0.141,100,0.052,38.1,6.4,38.1,76,76.5,115.5,76,107.3,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.476,750,0.151,100,0.044,38.1,6.4,38.1,76,76.5,115.5,76,75.7,0.5,Ar,AIAA-92-3462,LeRC100kW-B,Cu,ThO2W,cyl,NA
1.022,1000,0.03,100,0.031,51,6.4,51,76,101.5,140.5,76,57.8,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
0.922,770,0.034,100,0.028,51,6.4,51,76,101.5,140.5,76,67.4,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
1.147,1000,0.034,100,0.034,51,6.4,51,76,101.5,140.5,76,64.8,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
1.229,1026,0.034,100,0.037,51,6.4,51,76,101.5,140.5,76,62.4,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
1.153,1033,0.034,100,0.035,51,6.4,51,76,101.5,140.5,76,65.1,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
1.431,1280,0.034,100,0.043,51,6.4,51,76,101.5,140.5,76,66.2,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
1.519,1280,0.034,100,0.046,51,6.4,51,76,101.5,140.5,76,69.4,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
1.652,1532,0.034,100,0.05,51,6.4,51,76,101.5,140.5,76,67.9,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
1.327,1000,0.043,100,0.04,51,6.4,51,76,101.5,140.5,76,74.5,0.5,Ar,AIAA-92-3462,LeRC100kW-C,Cu,ThO2W,cyl,NA
